query,input,车辆候选列表,sysSessionId,output,appName,车型组合,category,category正确答案,mode,mode正确答案
拙政园景区考察古建，苏州东方之门出发，用“环旅出行”车型，适配文化主题,"[{""content"":""# 用户需求：\n拙政园景区考察古建，苏州东方之门出发，用“环旅出行”车型，适配文化主题\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""拙政园景区考察古建，苏州东方之门出发，用“环旅出行”车型，适配文化主题\""}""}]",,sessionId20250606lhx1117,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
鼓浪屿三丘田码头的船舶配件，高崎机场用享道出行确保准时送达,"[{""content"":""# 用户需求：\n鼓浪屿三丘田码头的船舶配件，高崎机场用享道出行确保准时送达\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""鼓浪屿三丘田码头的船舶配件，高崎机场用享道出行确保准时送达\""}""}]",,sessionId20250606lhx1120,"```json
[{""app"": ""享道出行"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
灵山大佛开光法会物资，硕放机场下单，使用风韵出行车型的车,"[{""content"":""# 用户需求：\n灵山大佛开光法会物资，硕放机场下单，使用风韵出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""灵山大佛开光法会物资，硕放机场下单，使用风韵出行车型的车\""}""}]",,sessionId20250606lhx1122,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""风韵出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
沈阳故宫的修复器材运输，桃仙机场选经济分类的车,"[{""content"":""# 用户需求：\n沈阳故宫的修复器材运输，桃仙机场选经济分类的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""沈阳故宫的修复器材运输，桃仙机场选经济分类的车\""}""}]",,sessionId20250606lhx1123,"```json
[{""app"": ""无"", ""category"": ""经济分类的车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
中央大街步行街的巡展道具，太平机场预约聚优出租夜间配送,"[{""content"":""# 用户需求：\n中央大街步行街的巡展道具，太平机场预约聚优出租夜间配送\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""中央大街步行街的巡展道具，太平机场预约聚优出租夜间配送\""}""}]",,sessionId20250606lhx1125,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
净月潭国家森林公园团建，龙嘉机场叫南京出租竟能开发票报销,"[{""content"":""# 用户需求：\n净月潭国家森林公园团建，龙嘉机场叫南京出租竟能开发票报销\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""净月潭国家森林公园团建，龙嘉机场叫南京出租竟能开发票报销\""}""}]",,sessionId20250606lhx1126,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""南京出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
平潭岛龙王头海滩拍摄器材，火车南站打的，使用腾飞出行车型的车,"[{""content"":""# 用户需求：\n平潭岛龙王头海滩拍摄器材，火车南站打的，使用腾飞出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""平潭岛龙王头海滩拍摄器材，火车南站打的，使用腾飞出行车型的车\""}""}]",,sessionId20250606lhx1127,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
长隆海洋王国的生物样本，金湾机场，指定聚优出行车型的车，冷链运输,"[{""content"":""# 用户需求：\n长隆海洋王国的生物样本，金湾机场，指定聚优出行车型的车，冷链运输\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""长隆海洋王国的生物样本，金湾机场，指定聚优出行车型的车，冷链运输\""}""}]",,sessionId20250606lhx1136,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
清晖园博物馆古籍修复，顺德华侨城出发，用365约车车型的车,"[{""content"":""# 用户需求：\n清晖园博物馆古籍修复，顺德华侨城出发，用365约车车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""清晖园博物馆古籍修复，顺德华侨城出发，用365约车车型的车\""}""}]",,sessionId20250606lhx1137,"```json
[{""app"": ""365约车"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
中华恐龙园设备维护，奔牛机场到园区，叫鞍马出行车型的车，带升降梯车型,"[{""content"":""# 用户需求：\n中华恐龙园设备维护，奔牛机场到园区，叫鞍马出行车型的车，带升降梯车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""中华恐龙园设备维护，奔牛机场到园区，叫鞍马出行车型的车，带升降梯车型\""}""}]",,sessionId20250606lhx1138,"```json
[{""app"": ""无"", ""category"": ""带升降梯车型"", ""mode"": ""鞍马出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
滕王阁夜景拍摄器材，昌北机场，使用首汽约车车型的车,"[{""content"":""# 用户需求：\n滕王阁夜景拍摄器材，昌北机场，使用首汽约车车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""滕王阁夜景拍摄器材，昌北机场，使用首汽约车车型的车\""}""}]",,sessionId20250606lhx1140,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
青岩古镇非遗展品，龙洞堡机场到北门，需要及时用车车型的车，夜间押运,"[{""content"":""# 用户需求：\n青岩古镇非遗展品，龙洞堡机场到北门，需要及时用车车型的车，夜间押运\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""青岩古镇非遗展品，龙洞堡机场到北门，需要及时用车车型的车，夜间押运\""}""}]",,sessionId20250606lhx1141,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```",未知,[],,无,,无
广西民族博物馆民族服饰，万象城到馆区选六座商务类目挂衣车型,"[{""content"":""# 用户需求：\n广西民族博物馆民族服饰，万象城到馆区选六座商务类目挂衣车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广西民族博物馆民族服饰，万象城到馆区选六座商务类目挂衣车型\""}""}]",,sessionId20250606lhx1143,"```json
[{""app"": ""无"", ""category"": ""六座商务类目挂衣车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
布达拉宫广场庆典物资，贡嘎机场，预约聚的新出租车型的车,"[{""content"":""# 用户需求：\n布达拉宫广场庆典物资，贡嘎机场，预约聚的新出租车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""布达拉宫广场庆典物资，贡嘎机场，预约聚的新出租车型的车\""}""}]",,sessionId20250606lhx1144,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚的新出租车型"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
塔尔寺酥油花展品运输，曹家堡机场统一安排，需要经济型分类车型的车,"[{""content"":""# 用户需求：\n塔尔寺酥油花展品运输，曹家堡机场统一安排，需要经济型分类车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""塔尔寺酥油花展品运输，曹家堡机场统一安排，需要经济型分类车型的车\""}""}]",,sessionId20250606lhx1145,"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
太平山顶的贵宾接待，香港机场使用品质专车带星空顶配置,"[{""content"":""# 用户需求：\n太平山顶的贵宾接待，香港机场使用品质专车带星空顶配置\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""太平山顶的贵宾接待，香港机场使用品质专车带星空顶配置\""}""}]",,sessionId20250606lhx1147,"```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""星空顶配置"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
逢甲夜市美食展冷链运输，清泉岗机场，用享道出行车型的车,"[{""content"":""# 用户需求：\n逢甲夜市美食展冷链运输，清泉岗机场，用享道出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""逢甲夜市美食展冷链运输，清泉岗机场，用享道出行车型的车\""}""}]",,sessionId20250606lhx1150,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
请帮我叫一辆腾飞出行车型的车，现在需要从台南机场到赤崁楼文化园区，测绘仪器要放后备箱,"[{""content"":""# 用户需求：\n请帮我叫一辆腾飞出行车型的车，现在需要从台南机场到赤崁楼文化园区，测绘仪器要放后备箱\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""请帮我叫一辆腾飞出行车型的车，现在需要从台南机场到赤崁楼文化园区，测绘仪器要放后备箱\""}""}]",,sessionId20250606lhx1151,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
从高雄小港机场到西子湾拼车，选神州专车车型的车，客户PPT在车上突然要改,"[{""content"":""# 用户需求：\n从高雄小港机场到西子湾拼车，选神州专车车型的车，客户PPT在车上突然要改\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从高雄小港机场到西子湾拼车，选神州专车车型的车，客户PPT在车上突然要改\""}""}]",,sessionId20250606lhx1152,"```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""神州专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
我想立刻叫环旅出行车型的车，三亚凤凰机场到亚龙湾，客户突然要加购十箱芒果伴手礼,"[{""content"":""# 用户需求：\n我想立刻叫环旅出行车型的车，三亚凤凰机场到亚龙湾，客户突然要加购十箱芒果伴手礼\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""我想立刻叫环旅出行车型的车，三亚凤凰机场到亚龙湾，客户突然要加购十箱芒果伴手礼\""}""}]",,sessionId20250606lhx1154,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```",未知,[],,无,,无
经济分类车型的车现在能走吗？张家界荷花机场到天门山，无人机电池过安检被扣了,"[{""content"":""# 用户需求：\n经济分类车型的车现在能走吗？张家界荷花机场到天门山，无人机电池过安检被扣了\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""经济分类车型的车现在能走吗？张家界荷花机场到天门山，无人机电池过安检被扣了\""}""}]",,sessionId20250606lhx1155,"```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
请调一辆风韵出行，丽江三义机场到大水车，化妆师把假发落酒店要折返,"[{""content"":""# 用户需求：\n请调一辆风韵出行，丽江三义机场到大水车，化妆师把假发落酒店要折返\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""请调一辆风韵出行，丽江三义机场到大水车，化妆师把假发落酒店要折返\""}""}]",,sessionId20250606lhx1156,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""风韵出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
嘎洒机场到野象谷拼车，选经济型类目，傣族园泼水把摄像机淋短路了,"[{""content"":""# 用户需求：\n嘎洒机场到野象谷拼车，选经济型类目，傣族园泼水把摄像机淋短路了\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""嘎洒机场到野象谷拼车，选经济型类目，傣族园泼水把摄像机淋短路了\""}""}]",,sessionId20250606lhx1158,"```json
[{""app"": ""无"", ""category"": ""拼车, 经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
打出租车，聚优出租车型的车！桂林两江机场到象鼻山，剧组灯光架倒塌封路要绕行,"[{""content"":""# 用户需求：\n打出租车，聚优出租车型的车！桂林两江机场到象鼻山，剧组灯光架倒塌封路要绕行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打出租车，聚优出租车型的车！桂林两江机场到象鼻山，剧组灯光架倒塌封路要绕行\""}""}]",,sessionId20250606lhx1159,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
南京出租车型的车现在有空车吗？敦煌莫高机场到鸣沙山，沙尘暴预警要提前两小时,"[{""content"":""# 用户需求：\n南京出租车型的车现在有空车吗？敦煌莫高机场到鸣沙山，沙尘暴预警要提前两小时\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京出租车型的车现在有空车吗？敦煌莫高机场到鸣沙山，沙尘暴预警要提前两小时\""}""}]",,sessionId20250606lhx1160,"```json
[{""app"": ""无"", ""category"": ""出租车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
鞍马聚的车型的车，长白山机场到北坡，科考队的冰钻突然要加急送,"[{""content"":""# 用户需求：\n鞍马聚的车型的车，长白山机场到北坡，科考队的冰钻突然要加急送\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""鞍马聚的车型的车，长白山机场到北坡，科考队的冰钻突然要加急送\""}""}]",,sessionId20250606lhx1163,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
打出租车，特惠快车类目，黄山屯溪机场到南大门，实习生把登山绳忘托运处,"[{""content"":""# 用户需求：\n打出租车，特惠快车类目，黄山屯溪机场到南大门，实习生把登山绳忘托运处\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打出租车，特惠快车类目，黄山屯溪机场到南大门，实习生把登山绳忘托运处\""}""}]",,sessionId20250606lhx1164,"```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
六座商务车型有ETC吗？拉萨市到纳木错，藏民卖的手串卡住车门应急锁,"[{""content"":""# 用户需求：\n六座商务车型有ETC吗？拉萨市到纳木错，藏民卖的手串卡住车门应急锁\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""六座商务车型有ETC吗？拉萨市到纳木错，藏民卖的手串卡住车门应急锁\""}""}]",,sessionId20250606lhx1167,"```json
[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
首汽约车车型的车带儿童座椅吗？林芝米林机场到大峡谷，向导孩子发烧要送诊所,"[{""content"":""# 用户需求：\n首汽约车车型的车带儿童座椅吗？林芝米林机场到大峡谷，向导孩子发烧要送诊所\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""首汽约车车型的车带儿童座椅吗？林芝米林机场到大峡谷，向导孩子发烧要送诊所\""}""}]",,sessionId20250606lhx1169,"```json
[{""app"": ""首汽约车"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
日喀则机场到扎什伦布寺，经济型分类现在走，唐卡画轴超长要斜放,"[{""content"":""# 用户需求：\n日喀则机场到扎什伦布寺，经济型分类现在走，唐卡画轴超长要斜放\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""日喀则机场到扎什伦布寺，经济型分类现在走，唐卡画轴超长要斜放\""}""}]",,sessionId20250606lhx1170,"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```",未知,[],,无,,无
有序出行车型的车能开发票吗？阿里昆莎到古格王朝，测绘仪三脚架被风吹折,"[{""content"":""# 用户需求：\n有序出行车型的车能开发票吗？阿里昆莎到古格王朝，测绘仪三脚架被风吹折\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""有序出行车型的车能开发票吗？阿里昆莎到古格王朝，测绘仪三脚架被风吹折\""}""}]",,sessionId20250606lhx1171,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
请调一辆享道出行车型的车，邦达机场到然乌湖，冰层取样箱漏了要买密封胶,"[{""content"":""# 用户需求：\n请调一辆享道出行车型的车，邦达机场到然乌湖，冰层取样箱漏了要买密封胶\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""请调一辆享道出行车型的车，邦达机场到然乌湖，冰层取样箱漏了要买密封胶\""}""}]",,sessionId20250606lhx1172,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
T3出行车型的车能带宠物吗？库尔勒机场到罗布人村寨，客户要直播烤全驼装车,"[{""content"":""# 用户需求：\nT3出行车型的车能带宠物吗？库尔勒机场到罗布人村寨，客户要直播烤全驼装车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""T3出行车型的车能带宠物吗？库尔勒机场到罗布人村寨，客户要直播烤全驼装车\""}""}]",,sessionId20250606lhx1175,"```json
[{""app"": ""T3出行"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
火焰山景区现在52℃，叮叮出行车型的车空调坏了吗？矿泉水瞬间蒸发半箱,"[{""content"":""# 用户需求：\n火焰山景区现在52℃，叮叮出行车型的车空调坏了吗？矿泉水瞬间蒸发半箱\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""火焰山景区现在52℃，叮叮出行车型的车空调坏了吗？矿泉水瞬间蒸发半箱\""}""}]",,sessionId20250606lhx1176,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
