query,input,车辆候选列表,sysSessionId,output,appName,车型组合,category,category正确答案,mode,mode正确答案
坐车去广州长隆玩，珠江新城过去别超35元,"[{""content"":""# 用户需求：\n坐车去广州长隆玩，珠江新城过去别超35元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坐车去广州长隆玩，珠江新城过去别超35元\""}""}]",,sessionId20250606lhx0011,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```",未知,[],,无,,无
晚上去深圳湾公园散步，85元左右比较合适,"[{""content"":""# 用户需求：\n晚上去深圳湾公园散步，85元左右比较合适\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""晚上去深圳湾公园散步，85元左右比较合适\""}""}]",,sessionId20250606lhx0012,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 85, ""price_max"": 85, ""fast"": false}]
```",未知,[],,无,,无
从济南趵突泉到奥体中心，20元以内能接受,"[{""content"":""# 用户需求：\n从济南趵突泉到奥体中心，20元以内能接受\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从济南趵突泉到奥体中心，20元以内能接受\""}""}]",,sessionId20250606lhx0013,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
预算90-110元，万象城到机场赶飞机,"[{""content"":""# 用户需求：\n预算90-110元，万象城到机场赶飞机\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""预算90-110元，万象城到机场赶飞机\""}""}]",,sessionId20250606lhx0014,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 90, ""price_max"": 110, ""fast"": false}]
```",未知,[],,无,,无
去佛山顺德清晖园考察，千灯湖出发25元上下,"[{""content"":""# 用户需求：\n去佛山顺德清晖园考察，千灯湖出发25元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去佛山顺德清晖园考察，千灯湖出发25元上下\""}""}]",,sessionId20250606lhx0015,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 25, ""fast"": false}]
```",未知,[],,无,,无
从郑州少林寺到东站接人，别超55元,"[{""content"":""# 用户需求：\n从郑州少林寺到东站接人，别超55元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从郑州少林寺到东站接人，别超55元\""}""}]",,sessionId20250606lhx0016,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 55, ""fast"": false}]
```",未知,[],,无,,无
打车到西安兵马俑参观，大雁塔出发最多60元以下,"[{""content"":""# 用户需求：\n打车到西安兵马俑参观，大雁塔出发最多60元以下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打车到西安兵马俑参观，大雁塔出发最多60元以下\""}""}]",,sessionId20250606lhx0017,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 60, ""fast"": false}]
```",未知,[],,无,,无
去厦门曾厝垵逛街，厦大过去10元左右车费,"[{""content"":""# 用户需求：\n去厦门曾厝垵逛街，厦大过去10元左右车费\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去厦门曾厝垵逛街，厦大过去10元左右车费\""}""}]",,sessionId20250606lhx0018,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```",未知,[],,无,,无
从合肥包公园到巢湖考察，别超过45元,"[{""content"":""# 用户需求：\n从合肥包公园到巢湖考察，别超过45元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从合肥包公园到巢湖考察，别超过45元\""}""}]",,sessionId20250606lhx0019,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 45, ""fast"": false}]
```",未知,[],,无,,无
坐车去天津滨海新区，之眼出发30元内,"[{""content"":""# 用户需求：\n坐车去天津滨海新区，之眼出发30元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坐车去天津滨海新区，之眼出发30元内\""}""}]",,sessionId20250606lhx0020,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
去深圳书城买资料，50元上下预算足够,"[{""content"":""# 用户需求：\n去深圳书城买资料，50元上下预算足够\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去深圳书城买资料，50元上下预算足够\""}""}]",,sessionId20250606lhx0021,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```",未知,[],,无,,无
从南宁青秀山到方特乐园，25元上下车费,"[{""content"":""# 用户需求：\n从南宁青秀山到方特乐园，25元上下车费\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从南宁青秀山到方特乐园，25元上下车费\""}""}]",,sessionId20250606lhx0022,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 25, ""fast"": false}]
```",未知,[],,无,,无
打车到沈阳棋盘山，故宫出发差不多30块,"[{""content"":""# 用户需求：\n打车到沈阳棋盘山，故宫出发差不多30块\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打车到沈阳棋盘山，故宫出发差不多30块\""}""}]",,sessionId20250606lhx0023,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
去苏州同里古镇游玩，金鸡湖过去40块左右,"[{""content"":""# 用户需求：\n去苏州同里古镇游玩，金鸡湖过去40块左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去苏州同里古镇游玩，金鸡湖过去40块左右\""}""}]",,sessionId20250606lhx0024,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 40, ""price_max"": 40, ""fast"": false}]
```",未知,[],,无,,无
从武汉黄鹤楼到东湖开会，20元上下浮动,"[{""content"":""# 用户需求：\n从武汉黄鹤楼到东湖开会，20元上下浮动\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从武汉黄鹤楼到东湖开会，20元上下浮动\""}""}]",,sessionId20250606lhx0025,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 20, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
费用35元左右，南山科技园到福田口岸通关,"[{""content"":""# 用户需求：\n费用35元左右，南山科技园到福田口岸通关\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""费用35元左右，南山科技园到福田口岸通关\""}""}]",,sessionId20250606lhx0026,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 35, ""price_max"": 35, ""fast"": false}]
```",未知,[],,无,,无
去杭州西湖见客户，阿里巴巴园区出发18块差不多,"[{""content"":""# 用户需求：\n去杭州西湖见客户，阿里巴巴园区出发18块差不多\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去杭州西湖见客户，阿里巴巴园区出发18块差不多\""}""}]",,sessionId20250606lhx0027,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```",未知,[],,无,,无
从重庆洪崖洞到磁器口吃火锅，别超25元,"[{""content"":""# 用户需求：\n从重庆洪崖洞到磁器口吃火锅，别超25元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从重庆洪崖洞到磁器口吃火锅，别超25元\""}""}]",,sessionId20250606lhx0028,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 25, ""fast"": false}]
```",未知,[],,无,,无
预算50-60元，福州上下杭到平潭岛考察,"[{""content"":""# 用户需求：\n预算50-60元，福州上下杭到平潭岛考察\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""预算50-60元，福州上下杭到平潭岛考察\""}""}]",,sessionId20250606lhx0029,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 60, ""fast"": false}]
```",未知,[],,无,,无
去大鹏地质公园调研，75元以上预算充足,"[{""content"":""# 用户需求：\n去大鹏地质公园调研，75元以上预算充足\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去大鹏地质公园调研，75元以上预算充足\""}""}]",,sessionId20250606lhx0030,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 75, ""price_max"": 100000, ""fast"": false}]
```",未知,[],,无,,无
从南京夫子庙到中山陵参观，15到20元内,"[{""content"":""# 用户需求：\n从南京夫子庙到中山陵参观，15到20元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从南京夫子庙到中山陵参观，15到20元内\""}""}]",,sessionId20250606lhx0031,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
晚上去华侨城OCT创意园，差不多150元车费,"[{""content"":""# 用户需求：\n晚上去华侨城OCT创意园，差不多150元车费\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""晚上去华侨城OCT创意园，差不多150元车费\""}""}]",,sessionId20250606lhx0032,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 150, ""price_max"": 150, ""fast"": false}]
```",未知,[],,无,,无
坐车到成都天府机场，宽窄巷子出发45元以内,"[{""content"":""# 用户需求：\n坐车到成都天府机场，宽窄巷子出发45元以内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坐车到成都天府机场，宽窄巷子出发45元以内\""}""}]",,sessionId20250606lhx0033,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 45, ""fast"": false}]
```",未知,[],,无,,无
去长沙岳麓山考察，橘子洲头出发25-30元,"[{""content"":""# 用户需求：\n去长沙岳麓山考察，橘子洲头出发25-30元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去长沙岳麓山考察，橘子洲头出发25-30元\""}""}]",,sessionId20250606lhx0034,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
从东莞虎门到广州南站，最多40元以下,"[{""content"":""# 用户需求：\n从东莞虎门到广州南站，最多40元以下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从东莞虎门到广州南站，最多40元以下\""}""}]",,sessionId20250606lhx0035,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 40, ""fast"": false}]
```",未知,[],,无,,无
打车去青岛崂山景区，栈桥出发严格18-22元,"[{""content"":""# 用户需求：\n打车去青岛崂山景区，栈桥出发严格18-22元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打车去青岛崂山景区，栈桥出发严格18-22元\""}""}]",,sessionId20250606lhx0036,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 18, ""price_max"": 22, ""fast"": false}]
```",未知,[],,无,,无
去深圳坪山高铁站赶车，60元内可接受,"[{""content"":""# 用户需求：\n去深圳坪山高铁站赶车，60元内可接受\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去深圳坪山高铁站赶车，60元内可接受\""}""}]",,sessionId20250606lhx0037,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 60, ""fast"": false}]
```",未知,[],,无,,无
从珠海情侣路到横琴口岸，别超35元,"[{""content"":""# 用户需求：\n从珠海情侣路到横琴口岸，别超35元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从珠海情侣路到横琴口岸，别超35元\""}""}]",,sessionId20250606lhx0038,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```",未知,[],,无,,无
费用22元内，平湖物流基地到坂田送货,"[{""content"":""# 用户需求：\n费用22元内，平湖物流基地到坂田送货\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""费用22元内，平湖物流基地到坂田送货\""}""}]",,sessionId20250606lhx0039,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 22, ""fast"": false}]
```",未知,[],,无,,无
去北京首都机场T3接机，望京SOHO出发25-30元,"[{""content"":""# 用户需求：\n去北京首都机场T3接机，望京SOHO出发25-30元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去北京首都机场T3接机，望京SOHO出发25-30元\""}""}]",,sessionId20250606lhx0040,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
从上海外滩到迪士尼游玩，50元上下预算,"[{""content"":""# 用户需求：\n从上海外滩到迪士尼游玩，50元上下预算\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从上海外滩到迪士尼游玩，50元上下预算\""}""}]",,sessionId20250606lhx0041,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```",未知,[],,无,,无
坐车到天津滨海新区开会，之眼出发30元内,"[{""content"":""# 用户需求：\n坐车到天津滨海新区开会，之眼出发30元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坐车到天津滨海新区开会，之眼出发30元内\""}""}]",,sessionId20250606lhx0042,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
去大芬油画村看展，不超过20元到龙岗大道,"[{""content"":""# 用户需求：\n去大芬油画村看展，不超过20元到龙岗大道\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去大芬油画村看展，不超过20元到龙岗大道\""}""}]",,sessionId20250606lhx0043,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
从沈阳故宫到棋盘山郊游，差不多30块,"[{""content"":""# 用户需求：\n从沈阳故宫到棋盘山郊游，差不多30块\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从沈阳故宫到棋盘山郊游，差不多30块\""}""}]",,sessionId20250606lhx0044,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
打车到龙岗大道方向，预算40元上下浮动3元,"[{""content"":""# 用户需求：\n打车到龙岗大道方向，预算40元上下浮动3元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打车到龙岗大道方向，预算40元上下浮动3元\""}""}]",,sessionId20250606lhx0045,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 37, ""price_max"": 43, ""fast"": false}]
```",未知,[],,无,,无
去福田CBD参加会议，25元之内能接受,"[{""content"":""# 用户需求：\n去福田CBD参加会议，25元之内能接受\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去福田CBD参加会议，25元之内能接受\""}""}]",,sessionId20250606lhx0046,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 25, ""fast"": false}]
```",未知,[],,无,,无
从深圳动物园到会展中心，120块差不多就行,"[{""content"":""# 用户需求：\n从深圳动物园到会展中心，120块差不多就行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从深圳动物园到会展中心，120块差不多就行\""}""}]",,sessionId20250606lhx0047,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 120, ""price_max"": 120, ""fast"": false}]
```",未知,[],,无,,无
坐车到白石龙见朋友，45块以上没问题,"[{""content"":""# 用户需求：\n坐车到白石龙见朋友，45块以上没问题\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坐车到白石龙见朋友，45块以上没问题\""}""}]",,sessionId20250606lhx0048,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 45, ""price_max"": 100000, ""fast"": false}]
```",未知,[],,无,,无
去莲花山公园晨练，80-85元之间费用,"[{""content"":""# 用户需求：\n去莲花山公园晨练，80-85元之间费用\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去莲花山公园晨练，80-85元之间费用\""}""}]",,sessionId20250606lhx0049,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 80, ""price_max"": 85, ""fast"": false}]
```",未知,[],,无,,无
从深圳湾口岸到机场，50元左右赶时间,"[{""content"":""# 用户需求：\n从深圳湾口岸到机场，50元左右赶时间\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从深圳湾口岸到机场，50元左右赶时间\""}""}]",,sessionId20250606lhx0050,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```",未知,[],,无,,无
去观澜湖高尔夫打车预算70-80元要提前确认路线,"[{""content"":""# 用户需求：\n去观澜湖高尔夫打车预算70-80元要提前确认路线\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""去观澜湖高尔夫打车预算70-80元要提前确认路线\""}""}]",,sessionId20250606lhx0051,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 70, ""price_max"": 80, ""fast"": false}]
```",未知,[],,无,,无
坪山中心公园坐车费用不超过18元记得打表计价,"[{""content"":""# 用户需求：\n坪山中心公园坐车费用不超过18元记得打表计价\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坪山中心公园坐车费用不超过18元记得打表计价\""}""}]",,sessionId20250606lhx0052,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 18, ""fast"": false}]
```",未知,[],,无,,无
大浪时尚小镇打的过去60元上下要看具体上车点,"[{""content"":""# 用户需求：\n大浪时尚小镇打的过去60元上下要看具体上车点\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""大浪时尚小镇打的过去60元上下要看具体上车点\""}""}]",,sessionId20250606lhx0053,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 60, ""price_max"": 60, ""fast"": false}]
```",未知,[],,无,,无
深圳北站中心公园车费必须控制在25-30元区间,"[{""content"":""# 用户需求：\n深圳北站中心公园车费必须控制在25-30元区间\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳北站中心公园车费必须控制在25-30元区间\""}""}]",,sessionId20250606lhx0054,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 30, ""fast"": false}]
```",未知,[],,无,,无
坂雪岗科技城坐车28元左右建议平台叫车更透明,"[{""content"":""# 用户需求：\n坂雪岗科技城坐车28元左右建议平台叫车更透明\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坂雪岗科技城坐车28元左右建议平台叫车更透明\""}""}]",,sessionId20250606lhx0055,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 28, ""price_max"": 28, ""fast"": false}]
```",未知,[],,无,,无
龙岗文化中心打车费用75元以上可能涉及跨区费,"[{""content"":""# 用户需求：\n龙岗文化中心打车费用75元以上可能涉及跨区费\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""龙岗文化中心打车费用75元以上可能涉及跨区费\""}""}]",,sessionId20250606lhx0056,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 75, ""price_max"": 100000, ""fast"": false}]
```",未知,[],,无,,无
盐田港码头预算55元内可接受要确认是否含高速,"[{""content"":""# 用户需求：\n盐田港码头预算55元内可接受要确认是否含高速\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""盐田港码头预算55元内可接受要确认是否含高速\""}""}]",,sessionId20250606lhx0057,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 55, ""fast"": false}]
```",未知,[],,无,,无
深圳人才公园坐车固定价17元直接扬招就行,"[{""content"":""# 用户需求：\n深圳人才公园坐车固定价17元直接扬招就行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳人才公园坐车固定价17元直接扬招就行\""}""}]",,sessionId20250606lhx0058,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 17, ""price_max"": 17, ""fast"": false}]
```",未知,[],,无,,无
华润小径湾打车预算120-150元需提前规划时间,"[{""content"":""# 用户需求：\n华润小径湾打车预算120-150元需提前规划时间\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""华润小径湾打车预算120-150元需提前规划时间\""}""}]",,sessionId20250606lhx0059,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 120, ""price_max"": 150, ""fast"": false}]
```",未知,[],,无,,无
坪山实验学校坐车15元差不多带零钱更方便,"[{""content"":""# 用户需求：\n坪山实验学校坐车15元差不多带零钱更方便\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""坪山实验学校坐车15元差不多带零钱更方便\""}""}]",,sessionId20250606lhx0060,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```",未知,[],,无,,无
大鹏古城打车费用65元左右要看具体出发位置,"[{""content"":""# 用户需求：\n大鹏古城打车费用65元左右要看具体出发位置\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""大鹏古城打车费用65元左右要看具体出发位置\""}""}]",,sessionId20250606lhx0061,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 65, ""price_max"": 65, ""fast"": false}]
```",未知,[],,无,,无
深圳湾万象城车费90-100元区间注意避开晚高峰,"[{""content"":""# 用户需求：\n深圳湾万象城车费90-100元区间注意避开晚高峰\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳湾万象城车费90-100元区间注意避开晚高峰\""}""}]",,sessionId20250606lhx0062,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": true, ""price_min"": 90, ""price_max"": 100, ""fast"": false}]
```",未知,[],,无,,无
