query,input,车辆候选列表,output,appName,车型组合,category,category正确答案,mode,mode正确答案
西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车,"[{""content"":""# 用户需求：\n西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安大明宫到碑林，死死压在13元，使用曹操出行车型和花小猪外接版车型的车\""}""}]",[],"```json
[{""app"": ""曹操出行"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 13, ""fast"": false}, {""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""花小猪外接版"", ""price"": true, ""price_min"": 0, ""price_max"": 13, ""fast"": false}]
```",未知,[],,无,,无
武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车,"[{""content"":""# 用户需求：\n武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉琴台到归元寺，一口价16元，混合滴滴专车和特惠快车\""}""}]",[],"```json
[{""app"": ""滴滴"", ""category"": ""专车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 16, ""price_max"": 16, ""fast"": false}]
```",未知,[],,无,,无
北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车,"[{""content"":""# 用户需求：\n北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京簋街到三里屯，差不多15元，组合特快出租车和极速拼车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特快出租车, 极速拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```",未知,[],,无,,无
上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车,"[{""content"":""# 用户需求：\n上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海田子坊到新天地，预算18元上下，混合花小猪正价版和滴滴快车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版, 滴滴快车"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```",未知,[],,无,,无
广州北京路到上下九，最多12元，同步特价拼车和曹操出行,"[{""content"":""# 用户需求：\n广州北京路到上下九，最多12元，同步特价拼车和曹操出行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州北京路到上下九，最多12元，同步特价拼车和曹操出行\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型,"[{""content"":""# 用户需求：\n深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳大梅沙到中英街，10元到15元之间，选择出租车车型和惊喜特价车型\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""出租车, 惊喜特价车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 10, ""price_max"": 15, ""fast"": false}]
```",未知,[],,无,,无
成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版,"[{""content"":""# 用户需求：\n成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都东郊记忆到建设路，死死压在8元内，组合特惠快车和花小猪外接版\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 花小猪外接版"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 8, ""fast"": false}]
```",未知,[],,无,,无
杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车,"[{""content"":""# 用户需求：\n杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州灵隐寺到龙井村，差不多20元，联动滴滴快车和特快出租车\""}""}]",[],"```json
[{""app"": ""滴滴"", ""category"": ""快车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 20, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车,"[{""content"":""# 用户需求：\n南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京玄武湖到鸡鸣寺，预算9元上下，选择极速拼车车型和曹操出行车型的车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""极速拼车, 曹操出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车,"[{""content"":""# 用户需求：\n重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆李子坝到鹅岭二厂，严格控制在7元内，同步特价拼车和出租车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特价拼车, 出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 7, ""fast"": false}]
```",未知,[],,无,,无
西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型,"[{""content"":""# 用户需求：\n西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安回民街到永兴坊，大约11元，使用花小猪外接版车型和滴滴快车车型\""}""}]",[],"```json
[{""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""外接版车型"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}, {""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""快车"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```",未知,[],,无,,无
武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车,"[{""content"":""# 用户需求：\n武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉昙华林到黄鹤楼，15元内解决，混合特惠快车和特快出租车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 15, ""fast"": false}]
```",未知,[],,无,,无
北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价,"[{""content"":""# 用户需求：\n北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京潘家园到798，死死压到6.6元，组合极速拼车和惊喜特价\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""极速拼车, 惊喜特价"", ""mode"": ""无"", ""price"": true, ""price_min"": 6.6, ""price_max"": 6.6, ""fast"": false}]
```",未知,[],,无,,无
上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版,"[{""content"":""# 用户需求：\n上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海世博园到陆家嘴，最多5元，混合特价拼车和花小猪正价版\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""混合特价拼车, 花小猪正价版"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 5, ""fast"": false}]
```",未知,[],,无,,无
广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车,"[{""content"":""# 用户需求：\n广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州小蛮腰到生物岛，预算3元上下，同步曹操出行和特惠快车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行, 特惠快车"", ""price"": true, ""price_min"": 3, ""price_max"": 3, ""fast"": false}]
```",未知,[],,无,,无
深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型,"[{""content"":""# 用户需求：\n深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳盐田港到大鹏所城，死死锁住8.8元，双选出租车车型和极速拼车车型\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""出租车, 极速拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 8.8, ""price_max"": 8.8, ""fast"": false}]
```",未知,[],,无,,无
成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车,"[{""content"":""# 用户需求：\n成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都锦江夜游线路，必须4.9元，组合花小猪外接版和特惠快车\""}""}]",[],"```json
[{""app"": ""花小猪外接版"", ""category"": ""无"", ""mode"": ""特惠快车"", ""price"": true, ""price_min"": 4.9, ""price_max"": 4.9, ""fast"": false}]
```",未知,[],,无,,无
杭州钱塘江到六和塔，绝对不超过7元，混合滴滴快车和惊喜特价,"[{""content"":""# 用户需求：\n杭州钱塘江到六和塔，绝对不超过7元，混合滴滴快车和惊喜特价\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州钱塘江到六和塔，绝对不超过7元，混合滴滴快车和惊喜特价\""}""}]",[],"```json
[{""app"": ""滴滴"", ""category"": ""快车, 惊喜特价"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 7, ""fast"": false}]
```",未知,[],,无,,无
南京长江大桥到阅江楼，死死压在5元内，联动特价拼车和曹操出行,"[{""content"":""# 用户需求：\n南京长江大桥到阅江楼，死死压在5元内，联动特价拼车和曹操出行\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京长江大桥到阅江楼，死死压在5元内，联动特价拼车和曹操出行\""}""}]",[],"```json
[{""app"": ""联动"", ""category"": ""特价拼车"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 0, ""price_max"": 5, ""fast"": false}]
```",未知,[],,无,,无
重庆武隆到仙女山，预算200元之上，同步六座专车和滴滴豪华车,"[{""content"":""# 用户需求：\n重庆武隆到仙女山，预算200元之上，同步六座专车和滴滴豪华车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆武隆到仙女山，预算200元之上，同步六座专车和滴滴豪华车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""六座专车, 滴滴豪华车"", ""mode"": ""无"", ""price"": true, ""price_min"": 200, ""price_max"": 100000, ""fast"": false}]
```",未知,[],,无,,无
西安城墙到咸阳机场，死死卡在150元，组合城际拼车和特快出租车,"[{""content"":""# 用户需求：\n西安城墙到咸阳机场，死死卡在150元，组合城际拼车和特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安城墙到咸阳机场，死死卡在150元，组合城际拼车和特快出租车\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""城际拼车, 特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 150, ""price_max"": 150, ""fast"": false}]
```",未知,[],,无,,无
武汉知音号到江滩，必须120元，混合滴滴包车和特惠快车,"[{""content"":""# 用户需求：\n武汉知音号到江滩，必须120元，混合滴滴包车和特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉知音号到江滩，必须120元，混合滴滴包车和特惠快车\""}""}]",[],"```json
[{""app"": ""滴滴"", ""category"": ""包车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 120, ""price_max"": 120, ""fast"": false}]
```",未知,[],,无,,无
从国贸大厦到朝阳公园东门，极速拼车价格差不多7元,"[{""content"":""# 用户需求：\n从国贸大厦到朝阳公园东门，极速拼车价格差不多7元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从国贸大厦到朝阳公园东门，极速拼车价格差不多7元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 7, ""price_max"": 7, ""fast"": false}]
```",未知,[],,无,,无
首都机场T3到望京SOHO，特惠快车预估8-9元之间,"[{""content"":""# 用户需求：\n首都机场T3到望京SOHO，特惠快车预估8-9元之间\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""首都机场T3到望京SOHO，特惠快车预估8-9元之间\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
五道口地铁站到清华大学东南门，经济型大类的曹操出行车型，大概8元左右,"[{""content"":""# 用户需求：\n五道口地铁站到清华大学东南门，经济型大类的曹操出行车型，大概8元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""五道口地铁站到清华大学东南门，经济型大类的曹操出行车型，大概8元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 8, ""price_max"": 8, ""fast"": false}]
```",未知,[],,无,,无
西单大悦城到金融街购物中心，T3出行车型的经济型车，费用8元出头,"[{""content"":""# 用户需求：\n西单大悦城到金融街购物中心，T3出行车型的经济型车，费用8元出头\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西单大悦城到金融街购物中心，T3出行车型的经济型车，费用8元出头\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""T3出行"", ""price"": true, ""price_min"": 8, ""price_max"": 8}]
```",未知,[],,无,,无
上海虹桥站到陆家嘴环球中心，享道出行车型的经济型车，需要9元上下,"[{""content"":""# 用户需求：\n上海虹桥站到陆家嘴环球中心，享道出行车型的经济型车，需要9元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海虹桥站到陆家嘴环球中心，享道出行车型的经济型车，需要9元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""享道出行"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
广州塔到珠江新城地铁站，鞍马出行车型的经济型车，约10元以内,"[{""content"":""# 用户需求：\n广州塔到珠江新城地铁站，鞍马出行车型的经济型车，约10元以内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州塔到珠江新城地铁站，鞍马出行车型的经济型车，约10元以内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""鞍马出行"", ""price"": true, ""price_min"": 0, ""price_max"": 10, ""fast"": false}]
```",未知,[],,无,,无
深圳宝安机场到福田CBD，腾飞出行车型的经济型车，价格10-11元之间,"[{""content"":""# 用户需求：\n深圳宝安机场到福田CBD，腾飞出行车型的经济型车，价格10-11元之间\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳宝安机场到福田CBD，腾飞出行车型的经济型车，价格10-11元之间\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""腾飞出行"", ""price"": true, ""price_min"": 10, ""price_max"": 11, ""fast"": false}]
```",未知,[],,无,,无
杭州西湖断桥到雷峰塔景区，经济型车的“及时用车”的车型，费用9.5元左右,"[{""content"":""# 用户需求：\n杭州西湖断桥到雷峰塔景区，经济型车的“及时用车”的车型，费用9.5元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州西湖断桥到雷峰塔景区，经济型车的“及时用车”的车型，费用9.5元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""及时用车"", ""price"": true, ""price_min"": 9.5, ""price_max"": 9.5, ""fast"": false}]
```",未知,[],,无,,无
南京夫子庙到新街口商圈，风韵出行经济型预计9.5元上下,"[{""content"":""# 用户需求：\n南京夫子庙到新街口商圈，风韵出行经济型预计9.5元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京夫子庙到新街口商圈，风韵出行经济型预计9.5元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""风韵出行"", ""price"": true, ""price_min"": 9.5, ""price_max"": 9.5, ""fast"": false}]
```",未知,[],,无,,无
成都春熙路到宽窄巷子，经济型的环旅出行车型的车，差不多9元之内,"[{""content"":""# 用户需求：\n成都春熙路到宽窄巷子，经济型的环旅出行车型的车，差不多9元之内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都春熙路到宽窄巷子，经济型的环旅出行车型的车，差不多9元之内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""环旅出行"", ""price"": true, ""price_min"": 9, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
重庆洪崖洞到解放碑步行街，神州专车车型的经济型车，需要9.5元上下,"[{""content"":""# 用户需求：\n重庆洪崖洞到解放碑步行街，神州专车车型的经济型车，需要9.5元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆洪崖洞到解放碑步行街，神州专车车型的经济型车，需要9.5元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""神州专车"", ""price"": true, ""price_min"": 9.5, ""price_max"": 9.5, ""fast"": false}]
```",未知,[],,无,,无
西安钟楼到大唐不夜城，叮叮出行车型的经济型车，价格10元左右,"[{""content"":""# 用户需求：\n西安钟楼到大唐不夜城，叮叮出行车型的经济型车，价格10元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安钟楼到大唐不夜城，叮叮出行车型的经济型车，价格10元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""叮叮出行"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```",未知,[],,无,,无
武汉黄鹤楼到东湖绿道，迪尔出行车型的经济型车，大约10.5元,"[{""content"":""# 用户需求：\n武汉黄鹤楼到东湖绿道，迪尔出行车型的经济型车，大约10.5元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉黄鹤楼到东湖绿道，迪尔出行车型的经济型车，大约10.5元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""迪尔出行"", ""price"": true, ""price_min"": 10.5, ""price_max"": 10.5, ""fast"": false}]
```",未知,[],,无,,无
天津之眼到意式风情街，旅程约车车型的经济型车，费用8元出头,"[{""content"":""# 用户需求：\n天津之眼到意式风情街，旅程约车车型的经济型车，费用8元出头\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""天津之眼到意式风情街，旅程约车车型的经济型车，费用8元出头\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""约车"", ""price"": true, ""price_min"": 8, ""price_max"": 8}]
```",未知,[],,无,,无
苏州拙政园到平江路，聚优出租车型的经济型车，预估11元上下,"[{""content"":""# 用户需求：\n苏州拙政园到平江路，聚优出租车型的经济型车，预估11元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""苏州拙政园到平江路，聚优出租车型的经济型车，预估11元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""聚优出租"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```",未知,[],,无,,无
长沙橘子洲头到岳麓山脚，阳光出行车型的经济型车，价格13元上下,"[{""content"":""# 用户需求：\n长沙橘子洲头到岳麓山脚，阳光出行车型的经济型车，价格13元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""长沙橘子洲头到岳麓山脚，阳光出行车型的经济型车，价格13元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""阳光出行"", ""price"": true, ""price_min"": 13, ""price_max"": 13, ""fast"": false}]
```",未知,[],,无,,无
厦门鼓浪屿码头到中山路，首汽约车车型的经济型车，需11.5元左右,"[{""content"":""# 用户需求：\n厦门鼓浪屿码头到中山路，首汽约车车型的经济型车，需11.5元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""厦门鼓浪屿码头到中山路，首汽约车车型的经济型车，需11.5元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""首汽约车"", ""price"": true, ""price_min"": 11.5, ""price_max"": 11.5, ""fast"": false}]
```",未知,[],,无,,无
青岛栈桥到八大关景区，有序出行车型的经济型车，约12元之内,"[{""content"":""# 用户需求：\n青岛栈桥到八大关景区，有序出行车型的经济型车，约12元之内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""青岛栈桥到八大关景区，有序出行车型的经济型车，约12元之内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""有序出行"", ""price"": true, ""price_min"": 0, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
大连星海广场到老虎滩，沛途出行车型的经济型车，费用11.5元上下,"[{""content"":""# 用户需求：\n大连星海广场到老虎滩，沛途出行车型的经济型车，费用11.5元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""大连星海广场到老虎滩，沛途出行车型的经济型车，费用11.5元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""沛途出行"", ""price"": true, ""price_min"": 11.5, ""price_max"": 11.5, ""fast"": false}]
```",未知,[],,无,,无
沈阳故宫到中街步行街，有滴出行车型的经济型车，预估12.5元左右,"[{""content"":""# 用户需求：\n沈阳故宫到中街步行街，有滴出行车型的经济型车，预估12.5元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""沈阳故宫到中街步行街，有滴出行车型的经济型车，预估12.5元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""有滴出行"", ""price"": true, ""price_min"": 12.5, ""price_max"": 12.5, ""fast"": false}]
```",未知,[],,无,,无
哈尔滨中央大街到冰雪大世界，“365约车”车型的经济型车，需要13元上下,"[{""content"":""# 用户需求：\n哈尔滨中央大街到冰雪大世界，“365约车”车型的经济型车，需要13元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""哈尔滨中央大街到冰雪大世界，“365约车”车型的经济型车，需要13元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""365约车"", ""price"": true, ""price_min"": 13, ""price_max"": 13, ""fast"": false}]
```",未知,[],,无,,无
合肥政务中心到罍街夜市，“南京出租”车型的经济型车，价格14元左右,"[{""content"":""# 用户需求：\n合肥政务中心到罍街夜市，“南京出租”车型的经济型车，价格14元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""合肥政务中心到罍街夜市，“南京出租”车型的经济型车，价格14元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""南京出租"", ""price"": true, ""price_min"": 14, ""price_max"": 14, ""fast"": false}]
```",未知,[],,无,,无
郑州东站到二七纪念塔，腾飞新出租车型的经济型车，约12元上下,"[{""content"":""# 用户需求：\n郑州东站到二七纪念塔，腾飞新出租车型的经济型车，约12元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""郑州东站到二七纪念塔，腾飞新出租车型的经济型车，约12元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""腾飞新出租"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
